id,gho_code,year_code,region_code,world_bank_income_group_group_code,country_code,sex_code
6f45b0d4-a8e2-4d57-ad40-0ec565cf8b23,WHOSIS_000001,2000,AMR,WB_UMI,ARG,BTSX
8eb68609-fd33-4443-905f-d5730244961e,WHOSIS_000001,2000,AMR,WB_UMI,ARG,FMLE
f59e2e9b-8d0b-4821-bc67-88f6c1ecec2e,WHOSIS_000001,2000,AMR,WB_UMI,ARG,MLE
32b67ec9-837d-49b1-ac33-8b1cd930dc1a,WHOSIS_000001,1990,AMR,WB_UMI,ARG,BTSX
70cc498d-9f32-4735-a290-eefd3e155632,WHOSIS_000001,1990,AMR,WB_UMI,ARG,FMLE
e5fd18ba-faa5-4a2c-8c56-cb8c3c61264b,WHOSIS_000001,1990,AMR,WB_UMI,ARG,MLE
b94362d5-4f6c-4153-a78b-1730adcdc967,WHOSIS_000002,2013,AMR,WB_UMI,ARG,BTSX
ccb03ac7-5484-417f-99d1-c1b7de280358,WHOSIS_000002,2013,AMR,WB_UMI,ARG,FMLE
137cfd83-00ea-4660-822e-c902bbe27b1b,WHOSIS_000002,2013,AMR,WB_UMI,ARG,MLE
beaedef9-d086-4efe-838b-f08700ae2d2b,WHOSIS_000002,2012,AMR,WB_UMI,ARG,BTSX
8d05240c-9389-4847-8b69-5209962eeb14,WHOSIS_000002,2012,AMR,WB_UMI,ARG,FMLE
fa7139f6-010c-4c0c-91c8-d1c91b2c4527,WHOSIS_000002,2012,AMR,WB_UMI,ARG,MLE
7f3c562d-f43d-46c2-982f-dc34e493a7fb,WHOSIS_000002,2000,AMR,WB_UMI,ARG,BTSX
4673ccc3-0546-470a-9c08-8d9af75be425,WHOSIS_000002,2000,AMR,WB_UMI,ARG,FMLE
d42ce88b-7ccc-4bfb-a8d8-4415f569a8c4,WHOSIS_000002,2000,AMR,WB_UMI,ARG,MLE
6b66599c-80eb-44de-bf11-37e9dbaea06d,WHOSIS_000015,2013,AMR,NA,ARG,BTSX
0f1c66fd-1d25-4d17-a298-0a70de2df919,WHOSIS_000015,2013,AMR,NA,ARG,FMLE
